	Segment ID	Source Segment	Ref	MT_Y	MT_Z	Ref_rating	MT_Y_rating	MT_Z_rating	Error	MT_Y_tokens	MT_Z_tokens
414	415	"Critics said Mr Corbyn was using her murder to score ""cheap political points"" while her husband Brendan Cox said the Labour leader was ""wrong"" to infer hateful language was a ""simple party political issue."""	비평가들은 코빈 대표가 ‘값싼 정치적 점수’를 얻기 위해 콕스 의원의 피살 사건을 이용하고 있다고 말했고, 콕스 의원의 남편 브렌던 콕스는 증오의 발언을 ‘단순히 정당의 정치적 문제’로 해석하는 코빈 노동당 대표의 태도는 ‘잘못됐다’고 밝혔다.	"비평가들은 코빈씨가 그녀의 살인을 ""싸구려 정치 점수""를 따기 위해 이용했다고 말했고 그녀의 남편 브렌던 콕스는 노동당의 지도자가 혐오스러운 언어를 추론하는 것은 ""단순한 정당 정치 문제""라고 말했다."""	"비평가들은 코빈 씨가 자신의 살인을 이용해 ""싸구려 정치적 포인트""를 얻고 있다고 말했고 그녀의 남편 브렌단 콕스는 노동당 대표가 증오하는 언어를 추론하는 것은 ""단순한 정당 정치 문제""라고 말했다."""	1	2	3	F	"비평가 들 은 코빈 씨 가 그녀 의 살인 을 "" 싸구려 정치 점수 "" 를 따 기 위해 이용 했 다고 말 했 고 그녀 의 남편 브렌던 콕스 는 노동당 의 지도자 가 혐오 스러운 언어 를 추론 하 는 것 은 "" 단순 한 정당 정치 문제 "" 라고 말 했 다 . """	"비평가 들 은 코빈 씨 가 자신 의 살인 을 이용 해 "" 싸구려 정치 적 포인트 "" 를 얻 고 있 다고 말 했 고 그녀 의 남편 브렌단 콕스 는 노동당 대표 가 증오 하 는 언어 를 추론 하 는 것 은 "" 단순 한 정당 정치 문제 "" 라고 말 했 다 . """
415	416	"Mr Cox said: ""Jeremy is right that the best way to honour Jo is to defeat hatred and division."	"브렌던 콕스는 다음과 같이 말했다. ""조를 기리는 가장 좋은 방법은 증오와 분열을 물리치는 것이라는 제레미 대표의 말은 옳다."	"콕스씨는 ""제레미가 조를 기리는 가장 좋은 방법은 증오와 분열을 물리치는 것""이라고 말했다."	"콕스 씨는 ""조를 기리는 가장 좋은 방법은 증오와 분열을 물리치는 것이라는 제레미의 말이 옳다."	1	1	2	F	"콕스 씨 는 "" 제레미 가 조 를 기리 는 가장 좋 은 방법 은 증오 와 분열 을 물리치 는 것 "" 이라고 말 했 다 ."	"콕스 씨 는 "" 조 를 기리 는 가장 좋 은 방법 은 증오 와 분열 을 물리치 는 것 이 라는 제레미 의 말 이 옳 다 ."
416	417	He's also right the PM has a particular responsibility.”	그리고 조에게도 어떤 책임이 있다는 그의 말도 맞다.”	그는 또한 수상에게 특별한 책임이 있는 것도 맞습니다.	"수상이 특별한 책임을 지고 있다는 것도 그의 말이 옳다."""	1	3	2	T	그 는 또한 수상 에게 특별 한 책임 이 있 는 것 도 맞 습니다 .	"수상 이 특별 한 책임 을 지 고 있 다는 것 도 그 의 말 이 옳 다 . """
417	418	But he's wrong to infer this is a simple party political issue.	그러나 이것을 단순히 정당의 정치적 문제로 해석하는 일은 잘못되었다.	"그는 ""그러나 이것이 단순한 정당정치적 문제라고 추론하는 것은 틀렸다."	"""하지만 이것이 단순한 정당 정치 문제라고 추론한 것은 그가 틀렸다."	1	2	1	F	"그 는 "" 그러나 이것 이 단순 한 정당 정치 적 문제 라고 추론 하 는 것 은 틀렸 다 ."	""" 하지만 이것 이 단순 한 정당 정치 문제 라고 추론 한 것 은 그 가 틀렸 다 ."
418	419	Jo was passionately Labour but some things must transcend party politics.	조는 열정적인 노동당원이긴 했지만, 어떤 일은 정당을 초월해야 할 때도 있다.	"조는 열정적으로 노동을 했지만 어떤 것들은 정당정치를 초월해야 한다."""	"조 전 총리는 열정적으로 노동당이었지만 어떤 것들은 정당정치를 초월해야 한다."""	1	3	2	F	"조 는 열정 적 으로 노동 을 했 지만 어떤 것 들 은 정당 정치 를 초월 해야 한다 . """	"조 전 총리 는 열정 적 으로 노동당 이 었 지만 어떤 것 들 은 정당 정치 를 초월 해야 한다 . """
419	420	"He also shared a post which said Jo Cox's name was ""more than a political scoring point"" with the caption ""This. Thank you."""	또한 브렌던 콕스는 조 콕스의 이름은 ‘단순한 정치적 점수 그 이상’이라는 글에 ‘이 글. 감사합니다.’라는 캡션을 붙여 공유했다.	"그는 또한 조 콕스의 이름이 ""정치적 점수 이상""이라는 글과 함께 ""이것""이라는 글을 공유했다. 감사합니다."""	"그는 또한 조 콕스의 이름이 ""정치적 득점 포인트 이상""이라는 글과 ""이것""이라는 자막을 공유했다.감사합니다."""	1	2	3	F	"그 는 또한 조 콕스 의 이름 이 "" 정치 적 점수 이상 "" 이 라는 글 과 함께 "" 이것 "" 이 라는 글 을 공유 했 다 . 감사 합니다 . """	"그 는 또한 조 콕스 의 이름 이 "" 정치 적 득점 포인트 이상 "" 이 라는 글 과 "" 이것 "" 이 라는 자막 을 공유 했 다 . 감사 합니다 . """
420	421	Mr Corbyn was facing a backlash for his video which opens with him talking about Mrs Cox's murder three years ago by a far-Right activist in her West Yorkshire constituency.	코빈 대표는 이 동영상으로 인해 역풍을 맞고 있다. 이 동영상은 3년 전 콕스 의원이 웨스트요크셔 선거구에서 어느 극우 운동가에 의해 살해된 사건에 대해 자신이 이야기하는 장면으로 시작한다.	코빈 씨는 웨스트 요크셔 선거구에서 3년 전 극우 운동가가 콕스 부인을 살해한 사건에 대해 이야기하는 동영상으로 인해 반발을 사고 있었다.	코빈 씨는 3년 전 웨스트요크셔 선거구에서 극우 운동가에 의해 콕스 부인의 살인에 대해 이야기하면서 공개되는 그의 비디오에 대한 반발에 직면해 있었다.	1	2	3	F	코빈 씨 는 웨스트 요크셔 선거구 에서 3 년 전 극우 운동가 가 콕스 부인 을 살해 한 사건 에 대해 이야기 하 는 동영상 으로 인해 반발 을 사 고 있 었 다 .	코빈 씨 는 3 년 전 웨스트요크셔 선거구 에서 극우 운동가 에 의해 콕스 부인 의 살인 에 대해 이야기 하 면서 공개 되 는 그 의 비디오 에 대한 반발 에 직면 해 있 었 다 .
421	422	"Speaking over a montage of clips of Mrs Cox, Mr Johnson and female MPs, Mr Corbyn said: ""This Prime Minister knows these words can promote violence and have real consequences."	"코빈 대표는 콕스 의원, 존슨 총리, 여성 하원의원들의 영상을 짜깁기한 동영상에 대해 다음과 같이 말했다. ""총리는 이러한 발언이 폭력을 조장하고 실제 범죄로 이어질 수 있다는 걸 안다."	"콕스 여사와 존슨 의원, 그리고 여성 하원의원들의 몽타주를 통해 코빈 총리는 ""이 단어들이 폭력을 조장하고 실질적인 결과를 가져올 수 있다는 것을 알고 있다""고 말했다."	"코빈 총리는 콕스 여사, 존슨 여사, 여성 하원의원들의 동영상에 대해 ""이 수상은 이 단어들이 폭력을 조장할 수 있고 실질적인 결과를 가져올 수 있다는 것을 알고 있다""고 말했다."	1	2	3	F	"콕스 여사 와 존슨 의원 , 그리고 여성 하원 의원 들 의 몽타주 를 통해 코빈 총리 는 "" 이 단어 들 이 폭력 을 조장 하 고 실질 적 인 결과 를 가져올 수 있 다는 것 을 알 고 있 다 "" 고 말 했 다 ."	"코빈 총리 는 콕스 여사 , 존슨 여사 , 여성 하원 의원 들 의 동영상 에 대해 "" 이 수상 은 이 단어 들 이 폭력 을 조장 할 수 있 고 실질 적 인 결과 를 가져올 수 있 다는 것 을 알 고 있 다 "" 고 말 했 다 ."
422	423	He wants division.	그는 분열을 원한다.	그는 분할을 원한다.	그는 분열을 원한다.	1	2	1	F	그 는 분할 을 원한다 .	그 는 분열 을 원한다 .
423	424	"Clearly, he doesn't care about the violence on our streets."""	"분명히, 그는 거리에서 일어나는 폭력에는 관심이 없다."""	"분명히, 그는 우리 거리의 폭력에 대해 신경쓰지 않습니다."""	"분명히 그는 우리 거리의 폭력에 대해 신경 쓰지 않는다."""	1	1	1	F	"분명히 , 그 는 우리 거리 의 폭력 에 대해 신경 쓰 지 않 습니다 . """	"분명히 그 는 우리 거리 의 폭력 에 대해 신경 쓰 지 않 는다 . """
424	425	He goes on to criticise Mr Johnson and call for a Labour government.	코빈 대표는 계속해서 존슨 총리를 비난하며 노동당 정부에게 요구하고 있다.	그는 계속해서 존슨씨를 비난하고 노동당 정부를 요구합니다.	그는 계속해서 존슨 씨를 비난하고 노동당 정부를 요구한다.	1	2	2	F	그 는 계속 해서 존슨 씨 를 비난 하 고 노동당 정부 를 요구 합니다 .	그 는 계속 해서 존슨 씨 를 비난 하 고 노동당 정부 를 요구 한다 .
425	426	"Mr Corbyn added: ""Many are deeply concerned about the language used by Boris Johnson, language which is being repeated by the far-Right."	"코빈 대표는 다음과 같이 덧붙였다. ""많은 사람들이 보리스 존슨 총리의 말투를 우려하고 있다. 그 말투를 극우 진영에서 따라하고 있다."	"코빈은 ""많은 사람들이 보리스 존슨이 사용하는 언어, 극우파가 반복하고 있는 언어에 대해 깊이 우려하고 있다""고 덧붙였다."	"코빈 씨는 ""많은 사람들이 극우파에 의해 반복되고 있는 언어인 보리스 존슨이 사용하는 언어에 대해 깊은 우려를 하고 있다""고 덧붙였다."	1	3	2	F	"코빈 은 "" 많 은 사람 들 이 보리스 존슨 이 사용 하 는 언어 , 극우파 가 반복 하 고 있 는 언어 에 대해 깊이 우려 하 고 있 다 "" 고 덧붙였 다 ."	"코빈 씨 는 "" 많 은 사람 들 이 극우파 에 의해 반복 되 고 있 는 언어 인 보리스 존슨 이 사용 하 는 언어 에 대해 깊 은 우려 를 하 고 있 다 "" 고 덧붙였 다 ."
426	427	When this was raised with him by women MPs, who themselves face death threats, he arrogantly dismissed them.	여성 하원의원들이 살해 위협을 받으며 이에 대해 문제를 제기하면 그는 오만하게도 이를 묵살했다.	여성 의원들 스스로가 죽음의 위협을 받고 있는 상황에서 이 문제가 그와 함께 제기되자 그는 오만하게 그들을 해고했다.	이것이 스스로 죽음의 위협에 직면한 여성 하원의원들에 의해 그와 함께 제기되었을 때, 그는 오만하게 그들을 해고했다.	1	2	3	F	여성 의원 들 스스로 가 죽음 의 위협 을 받 고 있 는 상황 에서 이 문제 가 그 와 함께 제기 되 자 그 는 오만 하 게 그 들 을 해고 했 다 .	이것 이 스스로 죽음 의 위협 에 직면 한 여성 하원 의원 들 에 의해 그 와 함께 제기 되 었 을 때 , 그 는 오만 하 게 그 들 을 해고 했 다 .
427	428	"It was nothing short of disgraceful."""	정말 수치스러운 일이 아닐 수 없다.”	"그것은 불명예나 다름없었다."""	"수치스러운 일과 다를 바 없었다."""	1	3	2	F	"그것 은 불명예 나 다름없 었 다 . """	"수치 스러운 일 과 다를 바 없 었 다 . """
428	429	"Former Labour MP John Woodcock shared the video and said: ""You can really shut up. Disgusting."""	"존 우드콕 노동당 전 하원의원은 이 동영상을 공유하며 다음과 같이 말했다. “당신은 이제 그만 입을 다물라. 역겹다."""	"존 우드콕 전 노동당 하원의원은 동영상을 공유하며 ""당신은 정말로 입을 다물 수 있습니다. 역겨워."""	"존 우드콕 전 노동당 하원의원은 이 동영상을 공유하며 ""정말 입을 다물 수 있다. 혐오스럽다."""	1	2	2	F	"존 우드콕 전 노동당 하원 의원 은 동영상 을 공유 하 며 "" 당신 은 정말로 입 을 다물 수 있 습니다 . 역겨워 . """	"존 우드콕 전 노동당 하원 의원 은 이 동영상 을 공유 하 며 "" 정말 입 을 다물 수 있 다 . 혐오 스럽 다 . """
429	430	"Meanwhile Tory MP and business minister Nadhim Zahawi said: ""You are so wrong to use Jo Cox in this way, when her family have specifically asked for her not to be used in this way."	한편 보수당 하원의원이자 산업부 장관인 나드힘 자하위는 다음과 같이 말했다. “당신이 이런 식으로 조 콕스 의원의 이름을 사용하다니 정말 잘못됐다. 그녀의 가족이 이런 식으로 그녀의 이름을 사용하지 말아달라고 특별히 요청했는데도 말이다.	"한편 나딤 자하위 토리 하원의원과 사업부 장관은 ""조 콕스를 이런 식으로 사용하는 것은 잘못됐다""며 ""그녀의 가족들이 조 콕스를 이런 식으로 사용하지 말 것을 요구했다""고 말했다."	"한편 토리 하원의원과 나딤 자하위 경제장관은 ""조 콕스를 이런 식으로 사용하는 것은 너무 잘못된 것""이라며 ""그의 가족이 특별히 조 콕스를 이런 식으로 사용하지 말라고 요청했을 때""라고 말했다."	1	1	2	F	"한편 나딤 자 하위 토리 하원 의원 과 사업 부 장관 은 "" 조 콕스 를 이런 식 으로 사용 하 는 것 은 잘못 됐 다 "" 며 "" 그녀 의 가족 들 이 조 콕스 를 이런 식 으로 사용 하 지 말 것 을 요구 했 다 "" 고 말 했 다 ."	"한편 토리 하원 의원 과 나딤 자 하위 경제 장관 은 "" 조 콕스 를 이런 식 으로 사용 하 는 것 은 너무 잘못 된 것 "" 이 라며 "" 그 의 가족 이 특별히 조 콕스 를 이런 식 으로 사용 하 지 말 라고 요청 했 을 때 "" 라고 말 했 다 ."
