	Ref	Google Before	Google After	TER
400	"허우첸 시장은 이렇게 덧붙였다. ""동료 경찰들을 일관되고 공정하게 대우하지 않고 그들과 효과적으로 소통하거나 교류하지 않는다. 업무 처리 과정도 공정하다는 인식을 받지 못하고 경찰 인력에 대한 파악이 부족해 제대로 지원하지도 못한다.”"	"그는 ""공정성과 존경심으로 인력을 지속적으로 취급하지 않으며 효과적으로 인력과 의사 소통을하지 않거나 노동력에 참여하지 않습니다. 그 과정은 공정한 것으로 인식되지 않으며 지원을 충분히 잘 이해하지 못합니다. 그들."""	"그는 ""공정성과 존경심으로 인력을 지속적으로 취급하지 않으며 효과적으로 인력과 의사 소통을하지 않거나 노동력에 참여하지 않습니다. 그 과정은 공정한 것으로 인식되지 않으며 지원을 충분히 잘 이해하지 못합니다. 그들."""	0.0
401	감사 결과에도 불구하고, 해당 경찰서는 심각한 조직 범죄를 해결해 약간의 칭찬을 얻었으나 범죄 수사 방식에 개선이 필요하다는 평가를 받았다.	연구 결과에도 불구하고, 힘은 심각하고 조직 된 범죄를 다루는 방식에 대해 적은 양의 칭찬을 받았지만 범죄를 조사하는 방식을 개선해야한다고 들었습니다.	연구 결과에도 불구하고, 힘은 심각하고 조직 된 범죄를 다루는 방식에 대해 적은 양의 칭찬을 받았지만 범죄를 조사하는 방식을 개선해야한다고 들었습니다.	0.0
402	"클리블랜드 경찰서의 배리 코핑거 자치경찰서장은 이렇게 말했다. ""이 보고서에 담긴 문제가 되는 내용은 심히 우려가 된다.”"	"힘의 경찰과 범죄위원회 배리 콥이스 (Barry Coppinger)는 다음과 같이 말했습니다. ""나는이 보고서의 걱정 내용에 깊이 걱정하고 있습니다."	"포스의 경찰과 범죄위원회 Barry Coppinger : ""나는이 보고서의 걱정 내용에 깊이 걱정하고있다""고 말했다."	0.7692
403	"“우리 경찰서의 최근 성과가 한마디로 충분히 좋지 못하다."""	"""힘의 최근 성과는 단순히 충분하지 않습니다."""	"""힘의 최근 성과는 단순히 충분하지 않습니다."""	0.0
404	"리차드 루이스 현 경찰서장이 이번 문제를 알게 되자마자 즉시 “신속한 조치""를 취하겠다고 확언했었다고 그는 밝혔다."	"그는 그가 실패를 알게되면 ""신속한 행동""이 실패를 알게되면 곧 ""신속한 행동""이 찍은 현재의 Contable Richard Lewis에서 보증을 받았다고 말했다."	"그는 그가 실패를 알게되면 ""신속한 행동""이 실패를 알게되면 곧 ""신속한 행동""이 찍은 현재의 Contable Richard Lewis에서 보증을 받았다고 말했다."	0.0
405	코핑거 서장은 56일 안에 해당 보고서에 대해 반응하라는 내무부의 지시를 받았다.	Coppinger는 본사가 56 일 이내에 보고서에 응답하기 위해 홈 오피스가 주문했습니다.	Coppinger는 본사가 56 일 이내에 보고서에 응답하기 위해 홈 오피스가 주문했습니다.	0.0
406	"루이스 서장은 이 보고서가 경찰력의 “기준점 역할”을 할 것이라고 말하며 다음과 같이 덧붙였다. ""이미 개선이 이루어졌으며, 명백히 필요했던 그 변화를 내가 전적으로 책임지고 추진한다."	"루이스 (Lewis)는이 보고서가 ""모래의 라인으로 행동 할 것""이라고 말했습니다. ""개선 사항은 이미 이루어졌으며 분명히 필요로하는 변화를 통해 운전할 책임이 있습니다."	"루이스 (Lewis)는이 보고서가 ""모래의 라인으로 행동 할 것""이라고 말했습니다. ""개선 사항은 이미 이루어졌으며 분명히 필요로하는 변화를 통해 운전할 책임이 있습니다."	0.0
407	지난 5개월 간 여기 있으면서 분야를 막론하고 많은 뛰어난 경찰관과 직원들을 만났고, 일선에 있는 경찰관들의 노력과 의지로 여러 사람들이 목숨을 구제하고 취약 계층이 보호 받는 것을 보았다.”	"5 개월 동안 저는 여기에 있었고, 모든 수준에서 뛰어난 경찰과 직원을 모두 만났고, 전선 장교의 노력과 결정에 의해 보호되고 취약한 사람들을 구원 받고 취약한 사람들을 보았습니다. """	"5 개월 동안 저는 여기에 있었고, 모든 수준에서 뛰어난 경찰과 직원을 모두 만났고, 전선 장교의 노력과 결정에 의해 보호되고 취약한 사람들을 구원 받고 취약한 사람들을 보았습니다. """	0.0
408	만약 획기적인 개선이 신속하게 시행되지 않을 경우, 교도소에 문제가 발생했을 때처럼 정부가 직접 개입할 수 있다.	급격한 개선이 충분히 빠르게되지 ​​않으면, 감옥이 실패 할 때까지 정부가 들어갈 수 있습니다.	급격한 개선이 충분히 빠르게되지 ​​않으면, 감옥이 실패 할 때까지 정부가 들어갈 수 있습니다.	0.0
409	그러나 여태껏 정계에서 경찰에 이런 조치를 취한 적은 없었다고 단 한 번도 없었다고 감찰관들은 말했다.	그러나 지금까지 정치인들은 경찰과 함께이 법안에 의지하지 않아도 결코 경찰관이 말했다.	그러나 지금까지 정치인들은 경찰과 함께이 법안에 의지하지 않아도 결코 경찰관이 말했다.	0.0
410	"킷 말트하우스 범죄·경찰·소방부 장관은 ""이 같은 문제를 해결하기 위한 경찰서장의 신속한 조치를 환영하며, 현황을 면밀히 감독하겠다""고 말하며 다음과 같이 덧붙였다. “투명성과 책임감은 경찰의 공신력에 있어 필수 요소다.”"	"범죄, 정책 및 화재 장관,이 실패를 해결 하고이 실패를 해결할 수있는 신속한 행동을 환영하고 ""투명성과 책임 성이 정책에 대한 대중의 신뢰를 위해 필수적이라는 것을 환영합니다."	"범죄, 정책 및 화재 장관,이 실패를 해결할 수있는 신속한 조치를 취하고 ""투명성과 책임 성이 정책에 대한 대중의 신뢰를 위해 필수적이라는 것을 환영합니다.""라고 말했다."	0.3043
411	살해당한 조 콕스 하원의원의 남편, 점수 얻기 위해 내 아내의 이름을 이용하지 마라	내 아내의 이름을 점수로 사용하지 마십시오. MP 조 Cox의 남편은 말합니다.	내 아내의 이름을 점수로 사용하지 마십시오. MP 조 Cox의 남편은 말합니다.	0.0
412	어젯밤 제레미 코빈 의원이 보리스 존슨 총리를 비난하기 위해 살해당한 조 콕스 하원의원의 동영상을 게시하자, 콕스 의원의 남편이 자신의 배우자의 이름을 정치적 점수를 얻는 데 이용해서는 안 된다고 말했다.	Jo Cox의 남편은 지난 밤에 Jeremy Corbyn 이후의 정치적 점수를 획득하는 데 사용해서는 안된다고 말했다.	Jo Cox의 남편은 지난 밤에 Jeremy Corbyn 이후의 정치적 점수를 획득하는 데 사용해서는 안된다고 말했다.	0.0
413	"코빈 노동당 대표가 게재한 동영상에는 조 콕스 의원의 모습과 그녀가 죽은 후 열린 철야 기도회가 담겨 있고 다음과 같은 캡션이 달렸다. 보리스 존슨은 거리에서 일어나는 폭력에 관심이 없다."""	"노동 리더의 영화는 Cox 부인의 클립과 그녀의 죽음 이후에 보유한 Vigil, ""Boris Johnson은 우리 거리에서 폭력에 대해 신경 쓰지 않는다."""	"노동 리더의 영화는 Cox 부인의 클립과 그녀의 죽음 이후에 보유한 Vigil, ""Boris Johnson은 우리 거리에서 폭력에 대해 신경 쓰지 않는다."""	0.0
414	비평가들은 코빈 대표가 ‘값싼 정치적 점수’를 얻기 위해 콕스 의원의 피살 사건을 이용하고 있다고 말했고, 콕스 의원의 남편 브렌던 콕스는 증오의 발언을 ‘단순히 정당의 정치적 문제’로 해석하는 코빈 노동당 대표의 태도는 ‘잘못됐다’고 밝혔다.	"비평가들은 Corbyn 씨가 ""싸구려 정치적 포인트""를 점수로 사용하는 동안 그녀의 남편 브렌다 콕스 (Brendan Cox)가 ""틀린 언어""가 ""간단한 당의 정치적 문제""라고 추론하는 것이 ""틀린""이라고 말했다."	"비평가들은 Corbyn 씨가 ""싸구려 정치적 포인트""를 점수로 사용하는 동안 그녀의 남편 브렌다 콕스 (Brendan Cox)가 ""틀린 언어""가 ""간단한 당의 정치적 문제""라고 추론하는 것이 ""틀린""이라고 말했다."	0.0
415	"브렌던 콕스는 다음과 같이 말했다. ""조를 기리는 가장 좋은 방법은 증오와 분열을 물리치는 것이라는 제레미 대표의 말은 옳다."	"콕스 씨는 ""Jeremy는 JO를 존중하는 가장 좋은 방법이 증오와 부서를 물리 치는 것입니다."	"콕스 씨는 ""Jeremy는 JO를 존중하는 가장 좋은 방법이 증오와 부서를 물리 치는 것입니다."	0.0
416	그리고 조에게도 어떤 책임이 있다는 그의 말도 맞다.”	그는 또한 바로 PM에 특별한 책임이 있습니다.	"그는 또한 PM에 특별한 책임이 있습니다. """	0.2857
417	그러나 이것을 단순히 정당의 정치적 문제로 해석하는 일은 잘못되었다.	"""그러나 그는 간단한 정치적 문제라고 추론하는 것이 잘못되었습니다."	"""그러나 그는 간단한 정치적 문제라고 추론하는 것이 잘못되었습니다."	0.0
418	조는 열정적인 노동당원이긴 했지만, 어떤 일은 정당을 초월해야 할 때도 있다.	"조는 열정적으로 노동 이었지만 어떤 것들은 당분간 정치를 초월해야합니다. """	"조는 열정적으로 노동 이었지만 어떤 것들은 당분간 정치를 초월해야합니다. """	0.0
419	또한 브렌던 콕스는 조 콕스의 이름은 ‘단순한 정치적 점수 그 이상’이라는 글에 ‘이 글. 감사합니다.’라는 캡션을 붙여 공유했다.	"그는 또한 Jo Cox의 이름이 캡션을 가진 ""정치적 점수 지점 이상""이라고 말했던 게시물을 공유했습니다. 이것은 ""이것은 이것을 감사합니다."""	"그는 또한 Jo Cox의 이름이 캡션을 가진 ""정치적 점수 지점 이상""이라고 말했던 게시물을 공유했습니다. 이것은 ""이것은 이것을 감사합니다."""	0.0
420	코빈 대표는 이 동영상으로 인해 역풍을 맞고 있다. 이 동영상은 3년 전 콕스 의원이 웨스트요크셔 선거구에서 어느 극우 운동가에 의해 살해된 사건에 대해 자신이 이야기하는 장면으로 시작한다.	Corbyn 씨는 그의 비디오를 위해 그의 비디오를 위해 그의 동영상에 대한 백래시에 직면 해 있었는데, 서쪽 요크셔 선거구에서 3 년 전에 cox의 살인 사건에 대해 이야기하고 있습니다.	Corbyn 씨는 그의 비디오를 위해 그의 비디오를 위해 그의 동영상에 대한 백래시에 직면 해 있었는데, 서쪽 요크셔 선거구에서 3 년 전에 cox의 살인 사건에 대해 이야기하고 있습니다.	0.0
421	"코빈 대표는 콕스 의원, 존슨 총리, 여성 하원의원들의 영상을 짜깁기한 동영상에 대해 다음과 같이 말했다. ""총리는 이러한 발언이 폭력을 조장하고 실제 범죄로 이어질 수 있다는 걸 안다."	"Cox 부인, Johnson 및 여성 MPS의 클립을 말하면서 Corbyn은 ""이 말은이 말을 폭력을 촉진하고 실질적인 결과를 가져올 수 있습니다."	"Cox 부인, Johnson 및 여성 MPS의 클립을 말하면서 Corbyn은 ""이 말은이 말을 폭력을 촉진하고 실질적인 결과를 가져올 수 있습니다."	0.0
422	그는 분열을 원한다.	그는 부서를 원한다.	그는 부서를 원한다.	0.0
423	"분명히, 그는 거리에서 일어나는 폭력에는 관심이 없다."""	"분명히, 그는 우리 거리에서 폭력에 대해 상관하지 않습니다. """	"분명히, 그는 우리 거리에서 폭력에 대해 상관하지 않습니다. """	0.0
424	코빈 대표는 계속해서 존슨 총리를 비난하며 노동당 정부에게 요구하고 있다.	그는 존슨 (Johnson)을 비판하고 노동 정부를 요구합니다.	그는 존슨 (Johnson)을 비판하고 노동 정부를 요구합니다.	0.0
425	"코빈 대표는 다음과 같이 덧붙였다. ""많은 사람들이 보리스 존슨 총리의 말투를 우려하고 있다. 그 말투를 극우 진영에서 따라하고 있다."	"Corbyn은 ""많은 사람들이 맨 오른쪽에서 반복되는 언어 인 Boris Johnson이 사용하는 언어에 대해 깊이 우려하고 있습니다."	"Corbyn은 ""많은 사람들이 맨 오른쪽에서 반복되는 언어 인 Boris Johnson이 사용하는 언어에 대해 깊이 우려하고 있습니다."	0.0
426	여성 하원의원들이 살해 위협을 받으며 이에 대해 문제를 제기하면 그는 오만하게도 이를 묵살했다.	여자 MP가 그와 함께 제기되었을 때, 죽음의 위협에 직면 한 그는 거만하게 그들을 해산 시켰습니다.	여자 MP가 그와 함께 제기되었을 때, 죽음의 위협에 직면 한 그는 거만하게 그들을 해산 시켰습니다.	0.0
427	정말 수치스러운 일이 아닐 수 없다.”	"불명예스럽지 않은 것은 아무것도 없었다. """	"불명예스럽지 않은 것은 아무것도 없었다. """	0.0
428	"존 우드콕 노동당 전 하원의원은 이 동영상을 공유하며 다음과 같이 말했다. “당신은 이제 그만 입을 다물라. 역겹다."""	"이전 노동 MP John Woodcock은 비디오를 공유하고 말했다 : ""당신은 정말로 닥칠 수 있습니다. 역겨운."""	"이전 노동 MP John Woodcock은 비디오를 공유하고 말했다 : ""당신은 정말로 닥칠 수 있습니다. 역겨운."""	0.0
